datetime,price,volume,hourly_return,SMA_10,SMA_30
2025-04-29 02:01:26.787,95037.6842700234,31182630692.436924,-0.05728302568306365,94601.11918201072,94387.86855984552
2025-04-29 03:04:53.530,94634.34775291583,30781081158.109642,-0.4243964067575545,94687.73724127133,94397.82087636646
2025-04-29 04:04:55.231,94711.85582595154,30212121373.055565,0.08190268636720788,94750.08790127191,94408.65135933545
2025-04-29 05:04:53.801,94402.8475887107,29159730093.63117,-0.3262614110409623,94753.33487161147,94426.2426167195
2025-04-29 06:05:22.025,94309.34150552544,30133880520.47761,-0.09905006636308222,94711.8428811825,94443.15612022908
2025-04-29 07:04:52.243,94736.90399716885,30614840575.078182,0.4533617612189067,94736.55484707154,94485.26628802423
2025-04-29 08:01:38.575,94945.88818709119,30020008574.152744,0.22059427858081015,94778.66425249293,94551.05844761805
2025-04-29 09:07:57.608,95036.50761795617,29939085922.22545,0.09544323887562545,94793.08339156353,94599.21599784248
2025-04-29 10:05:39.216,94982.69960125435,29730189018.487278,-0.05661825970934009,94789.0232280727,94635.35404534457
2025-04-29 11:04:36.095,94844.8964248396,26853393572.9115,-0.14508239605030004,94764.2972771437,94661.75293208423
2025-04-29 12:03:57.804,95138.9826524075,27165083864.767834,0.3100706929454633,94774.42711538212,94688.45265656695
2025-04-29 13:09:38.716,94821.9984027527,25777275955.89555,-0.33318019682102573,94793.1921803658,94696.09248181693
2025-04-29 14:04:58.101,94844.97712552836,24488733322.133472,0.024233535638074066,94806.50431032348,94700.26502690822
2025-04-29 15:09:44.671,95008.0858721801,24052165549.284542,0.17197404817324013,94867.02813867042,94709.6525155218
2025-04-29 16:04:22.446,94884.37969661214,23004426147.55474,-0.1302059445070669,94924.53195777911,94714.03040459975
2025-04-29 17:04:37.831,95126.89727545314,23402674821.010925,0.2555927325619267,94963.53128560752,94715.09191549174
2025-04-29 18:01:14.419,95246.67705322705,23662926115.99526,0.12591578323748465,94993.61017222112,94716.31829658542
2025-04-29 19:03:27.598,95432.6412390394,24104654035.929207,0.1952448017776387,95033.22353432943,94718.10595283833
2025-04-29 20:00:41.912,95352.38806277467,23551953533.244083,-0.08409405337919118,95070.19238048147,94757.8302379211
2025-04-29 21:04:57.772,94869.96433327574,23486360767.905876,-0.5059377528975229,95072.69917132508,94769.55877924434
2025-04-29 22:02:36.643,94734.09131013733,24424852339.427868,-0.1432202742915445,95032.21003709806,94802.5854448303
2025-04-29 23:06:44.527,94172.7308096848,23953282283.601173,-0.59256440072325,94967.28327779127,94816.07089980948
2025-04-30 00:04:51.368,94274.73761715383,23999705433.51958,0.10831883772721707,94910.25932695382,94822.28384618307
2025-04-30 01:04:49.115,94516.29757229747,26069740019.55488,0.2562297824944437,94861.08049696556,94827.14783574916
2025-04-30 02:09:25.292,94518.40205174654,24865239327.718994,0.002226578381847588,94824.482732479,94820.28585714685
2025-04-30 03:09:22.839,94648.3447693538,24419242610.205685,0.13747874994345377,94776.62748186906,94825.57120484937
2025-04-30 04:00:40.885,95025.12104407264,24634305555.57584,0.3980801519952504,94754.47188095361,94842.2487685559
2025-04-30 05:04:36.956,95035.54414534067,24734271873.658443,0.010968785047049678,94714.76217158374,94847.02303249223
2025-04-30 06:06:29.945,94946.4723594617,23544724387.058613,-0.09372470761334073,94674.17060125245,94844.46206993556
2025-04-30 07:19:28.119,94835.45943330207,23442873015.493847,-0.11692159108275257,94670.7201112551,94835.90551990796
2025-04-30 08:04:44.227,94613.33654937492,23540047051.36502,-0.23421923113408072,94658.64463517883,94821.76059588634
2025-04-30 09:09:14.860,94750.99713603835,23321327698.895832,0.14549807847819007,94716.4712678142,94825.6489086571
2025-04-30 10:07:30.402,94918.12565036309,23156232445.54903,0.17638707705078804,94780.81007113511,94832.52456947081
2025-04-30 11:06:02.959,94977.78012458209,22837511742.79451,0.06284834831098429,94826.95832636359,94851.6889873332
2025-04-30 12:06:42.415,95184.3208761479,22561953560.99563,0.21746218041198695,94893.55020880372,94880.85496635393
2025-04-30 13:10:00.008,94554.20540577683,21646000610.741142,-0.6619950266714358,94884.13627244602,94874.76501330754
2025-04-30 14:09:36.746,93438.4113920031,25082327792.67011,-1.1800575225452192,94725.46530723906,94824.5157868046
2025-04-30 15:02:25.834,93852.9834130323,26813861022.08763,0.4436847917822062,94607.20923400823,94785.0649799738
2025-04-30 16:09:31.882,93960.92369309088,27303797467.39184,0.11500996146660558,94508.65436737114,94751.00578303501
2025-04-30 17:17:26.505,93852.7884446117,28211891888.236774,-0.11508533997856008,94410.38726850212,94717.93551702744
2025-04-30 18:09:37.689,94160.41262165838,28088601051.240864,0.3277730818069813,94365.09487573046,94685.31651600245
2025-04-30 19:07:16.214,94112.51913791492,27991071404.872074,-0.05086371481388685,94301.24707591812,94661.66720717453
2025-04-30 20:09:53.976,94243.79947751077,28322751881.64089,0.13949296097734987,94233.81445863289,94641.62795224061
2025-04-30 21:11:53.463,94635.11580314163,28683546294.251938,0.41521705173213075,94199.54802648883,94629.19561660598
2025-04-30 22:21:51.758,94558.76592370817,27545282511.952824,-0.08067816981625064,94136.99253124486,94618.34182417586
2025-04-30 23:18:01.486,94239.62198019015,26953432105.11117,-0.3375085751177398,94105.5341886862,94588.76598100043
2025-05-01 00:14:59.869,94286.27798563991,26389825886.205917,0.049507844438911874,94190.32084804987,94556.75267874752
2025-05-01 01:14:58.749,94504.1218590692,26107103084.88499,0.2310451510902478,94255.43469265357,94525.80203274851
2025-05-01 02:16:56.011,94747.50335326188,24942642576.298374,0.2575353216398568,94334.09265867066,94505.6392090981
2025-05-01 03:17:20.198,94863.80495374925,27048428851.604664,0.12274898690864955,94435.19430958442,94505.43389644721
2025-05-01 04:09:59.632,94810.38565218869,27062167121.426548,-0.05631157382586238,94500.19161263746,94507.97704118225
2025-05-01 05:09:48.776,94868.17338025161,26687455847.157455,0.06095084168828979,94575.75703687113,94531.15846020114
2025-05-01 06:07:19.626,95122.89587391756,27088021694.51865,0.2685015264760837,94663.6666765118,94559.43040209328
2025-05-01 07:17:51.299,94975.44965385088,26913618717.80651,-0.1550060253234009,94697.70006158273,94574.73547147839
2025-05-01 08:09:51.358,95012.07609052637,26947140913.775948,0.038564109787309064,94743.03107826455,94591.19127277104
2025-05-01 09:04:52.862,95191.59290594971,27226384163.036617,0.18894105129572125,94838.2281708405,94609.29954399091
2025-05-01 10:03:06.843,95605.38961340772,28176709197.341843,0.434698795162336,94970.13933361729,94628.64182963541
2025-05-01 11:00:09.466,96109.699924197,30091068381.6659,0.5274915073601116,95130.69714013007,94664.44702226395
2025-05-01 12:09:51.732,96193.46052079443,30341158140.867184,0.08715103331244922,95275.29285688333,94706.01329430839
2025-05-01 13:13:44.895,96401.97464348341,29505496405.817364,0.21676538255310795,95429.10982585674,94758.2304679811
2025-05-01 14:04:50.727,95925.84792324655,29066796171.47644,-0.49389726921849064,95540.65605296253,94801.98084711014
2025-05-01 15:06:42.291,96749.27550848683,26567655717.851673,0.8584001111974882,95728.76626578605,94868.59012619176
2025-05-01 16:06:39.128,97029.26431397643,29414827814.68324,0.2893962812827944,95919.40310979194,94938.96141497887
2025-05-01 17:12:29.704,97176.44540379278,29477473684.18366,0.15168731913712818,96139.50268478612,95012.25025761922
2025-05-01 18:03:00.814,96792.53145567431,28838066459.762085,-0.3950689351963965,96317.54822130091,95065.85727693677
2025-05-01 19:03:13.844,96867.06052048807,30165663184.62749,0.0769987763445279,96485.09498275476,95142.95244742716
2025-05-01 20:09:55.033,96463.63976230014,30733961232.926144,-0.4164684630877269,96570.919997644,95243.79339310371
2025-05-01 21:05:05.352,96468.24929711736,30174679507.898174,0.004778520516723894,96606.77493493604,95330.96892257321
2025-05-01 22:09:45.915,96533.24903530022,30624278462.51829,0.06737941100460887,96640.7537863866,95416.71310064687
2025-05-01 23:09:47.843,96346.4385297464,30418855312.048153,-0.19351933910927155,96635.2001750129,95499.83477015137
2025-05-02 00:04:58.777,96465.09077322687,30294406728.588135,0.12315166527285815,96689.12446001093,95576.65737520365
2025-05-02 01:08:26.540,97068.51079800248,29099972720.72936,0.6255320136422604,96721.04798896251,95675.1904305399
2025-05-02 02:08:48.436,96864.53630852731,30853477916.63457,-0.21013456145384524,96704.5751884176,95762.54832490711
2025-05-02 03:09:58.700,97058.54156171245,30294435056.532578,0.20028512041518898,96692.78480420957,95843.32918352613
2025-05-02 04:09:45.690,97183.42883942672,30009250890.425915,0.1286721144834635,96731.8745425848,95930.81794738343
2025-05-02 05:04:52.257,96951.50818834538,29981421026.003487,-0.23864217783932107,96740.31930937053,96021.21415432193
2025-05-02 06:05:54.675,96715.25683617221,29878965823.65487,-0.24367991441063275,96765.48101675774,96102.18011600635
2025-05-02 07:08:38.328,96702.21533716211,29680702383.945328,-0.013484427831478296,96788.87762076221,96175.44989860944
2025-05-02 08:09:22.935,96471.938225181,30719766554.5397,-0.23813013091604773,96782.7465397503,96232.93106100675
2025-05-02 09:04:54.234,96638.93322232095,31123006953.2952,0.1731021478496242,96811.99600900775,96292.10200329247
2025-05-02 10:04:41.014,96682.78962027833,30268902992.018772,0.0453817074496099,96833.7658937129,96354.51546889545
2025-05-02 11:04:58.715,96876.45142344802,28372588450.71461,0.2003063874452593,96814.55995625744,96421.45807033534
2025-05-02 12:04:59.879,96955.62770097495,27904843269.321735,0.08172912649415665,96823.6690955022,96482.54913123725
2025-05-02 13:12:58.239,97103.35603243245,27998051121.651707,0.15236694863460798,96828.1505425742,96553.47934385664
2025-05-02 14:09:37.885,96929.04808700876,26836557014.7517,-0.17950764272809394,96802.71246733241,96617.37841040605
2025-05-02 15:14:44.556,97715.58382024213,25114474341.88876,0.811455130073413,96879.12003052208,96701.51144088246
